2.75,4.75,0,1
2.75,7.25,0,0
2.75,9.75,0,0
2.75,12.25,0,0
2.75,14.75,0,0
2.75,17.25,0,1
2.75,19.75,0,1
2.75,22.25,0,0
2.75,24.75,0,0
2.75,27.25,0,1
14.25,7.25,0,1
14.25,9.75,0,1
14.25,12.25,0,1
14.25,14.75,0,1
14.25,17.25,0,1
14.25,19.75,0,1
14.25,22.25,0,1
14.25,24.75,0,0
19.75,7.25,0,1
19.75,9.75,0,1
19.75,12.25,0,0
19.75,14.75,0,1
19.75,17.25,0,0
19.75,19.75,0,0
19.75,22.25,0,1
19.75,24.75,0,1
31.25,7.25,0,1
31.25,9.75,0,1
31.25,12.25,0,1
31.25,14.75,0,1
31.25,17.25,0,0
31.25,19.75,0,1
31.25,22.25,0,1
31.25,24.75,0,1
36.75,7.25,0,1
36.75,9.75,0,1
36.75,12.25,0,1
36.75,14.75,0,1
36.75,17.25,0,1
36.75,19.75,0,0
36.75,22.25,0,1
36.75,24.75,0,1
48.25,4.75,0,1
48.25,7.25,0,1
48.25,9.75,0,1
48.25,12.25,0,0
48.25,14.75,0,1
48.25,17.25,0,1
48.25,19.75,0,1
48.25,22.25,0,1
48.25,24.75,0,1
48.25,27.25,0,1
