9.83151,25.442,0.780688,0
8.96424,24.3489,1.06673,0
12.0298,26.6011,0.123757,1
10.8133,26.6116,-0.21027,0
8.26615,24.4006,0.326861,0
6.65692,23.7654,0.436131,0
10.761,26.4311,0.147384,0
8.69737,24.4927,0.219509,1
10.4683,24.5829,-0.244926,1
7.68458,24.3234,0.0781101,0
10.8851,26.4906,0.0532865,0
7.88747,22.5742,0.974949,0
8.7634,26.952,-0.108639,0
8.47476,23.159,1.32007,0
10.386,26.838,-0.0172112,1
12.7644,26.2817,-0.326676,1
9.46991,26.8439,0.0100745,0
11.0729,26.5269,-0.464037,1
8.83755,26.8417,0.0180221,0
9.01497,24.5529,0.295531,1
9.03665,26.9508,-0.176775,0
11.1999,26.5559,-0.393344,1
13.4931,26.6696,-0.0484567,1
8.35955,23.5845,1.05894,0
10.3945,26.8763,0.0279346,1
14.1551,26.0824,0.0847534,1
7.72425,24.1817,0.455393,0
5.81285,23.9721,0.31696,0
10.0251,24.9016,0.397345,1
7.47198,21.0824,1.43889,0
11.7985,25.387,0.547368,0
12.0798,26.8753,-0.0353794,1
9.53906,26.9306,0.108549,1
8.62053,26.5727,0.360109,0
12.4515,25.7814,0.534927,1
11.6456,26.9999,0.306614,1
10.4206,26.8348,-0.149134,1
8.43107,23.9729,0.697144,0
7.54791,22.5113,0.752722,0
10.1583,27.3639,-0.530235,0
10.2836,27.1342,-0.286053,0
6.95903,22.423,0.395488,0
14.8467,25.8798,-0.0244321,1
9.38925,26.9345,0.0471034,0
9.75142,26.7255,0.020409,0
9.95464,25.8199,0.680157,0
10.5726,24.697,-0.156235,1
6.34759,24.3947,-0.213902,0
12.038,27.2675,0.581634,1
11.6058,26.8537,-0.65011,0
9.38294,25.1786,0.653394,1
9.39745,24.8248,0.406122,1
11.3304,26.4044,-0.308479,1
9.87927,24.7999,0.298119,1
13.7243,26.2694,0.159731,1
11.4643,25.5146,0.409052,1
8.31585,24.7781,0.426508,0
11.426,26.9593,0.0463302,1
8.51775,25.3105,1.02719,1
8.21894,24.4948,-0.00720426,0
9.12305,26.6856,0.319129,0
11.2391,26.7363,-0.0582661,1
12.3321,26.249,-0.320844,0
13.7193,26.7633,-0.10844,1
10.1325,27.0288,0.319781,1
9.03638,27.1401,-0.314056,0
10.4011,26.6823,-0.259481,0
11.3322,26.7867,-0.37085,1
10.5478,26.8724,0.0521168,0
14.2829,25.5312,-0.621249,1
4.39163,22.9653,0.221194,0
7.27999,25.5413,0.845132,0
11.7465,26.8433,0.198682,1
9.02463,24.5408,0.873567,1
10.3207,26.6368,0.21571,0
10.9138,24.5544,-0.206611,1
14.2728,26.4065,-0.425174,1
9.56731,26.652,-0.0558776,0
9.49277,25.3302,0.45558,1
12.2918,26.1886,-0.370832,1
10.2277,26.7581,-0.137496,1
3.19623,22.8063,0.0207881,0
10.1441,26.3184,0.984264,1
10.076,26.9219,-0.142499,1
7.72298,26.3309,0.232744,0
10.547,25.1761,0.497303,1
14.5215,27.6686,0.748259,1
10.0181,26.5078,1.38513,1
9.10181,26.5472,0.0378879,1
9.77844,24.1282,1.05263,0
6.03307,24.5288,0.481952,0
8.83058,25.3101,-0.578673,0
11.898,26.0326,0.647789,1
15.5453,28.7022,0.842231,1
11.1118,26.6045,-0.231391,1
7.86104,27.0707,-0.256157,0
8.72959,24.2946,0.179845,1
7.53169,24.1224,0.677973,0
12.103,27.1916,0.419721,1
13.7865,26.7915,-0.214745,1
9.47762,26.7829,0.181366,0
11.1927,26.5568,-0.186017,1
12.1429,26.748,0.168155,0
6.57257,24.2037,0.142868,0
11.9858,27.3328,0.260143,1
10.5833,25.8127,1.06963,0
9.59952,26.8554,-0.07431,0
10.6688,26.7831,0.0682937,0
9.2628,24.6852,0.296778,0
10.2881,24.6187,-0.0941285,1
11.2747,26.712,-0.326911,1
12.5868,26.9351,-0.136578,0
12.2219,26.0637,-0.416387,1
11.924,27.2566,-0.285949,0
7.02563,23.0742,0.324546,0
12.4586,26.0618,-0.88599,1
13.6454,26.3909,0.395001,1
9.35776,27.0095,-0.184029,0
8.88752,24.4631,0.16659,1
10.9376,26.8404,-0.691549,1
11.9976,26.8064,0.142958,1
14.427,27.0454,0.611335,1
12.3333,26.2632,-0.493112,1
13.4116,26.071,-0.460015,0
13.7564,26.8947,0.860991,0
12.1657,25.6882,0.459713,1
11.6757,26.4037,-0.365446,1
13.4617,26.3015,0.420087,1
8.53208,28.0047,-0.185561,0
10.361,26.8177,0.252103,0
13.6766,26.5844,0.447934,0
10.1277,26.5126,0.064622,0
11.1468,25.48,0.614811,0
11.5514,27.8656,1.2124,1
11.829,26.0239,-0.802642,1
8.07349,22.7291,0.0611356,1
9.65441,26.903,0.232426,1
12.1162,26.2822,-0.18947,1
10.5569,26.4292,0.281104,0
9.38934,25.0712,0.996376,1
10.8553,26.3342,-0.314855,1
8.08936,26.935,-0.149287,0
7.75317,28.4309,-0.279825,0
9.8729,24.7497,0.499763,0
14.6291,26.578,-0.119628,1
13.3107,26.2159,-0.602976,0
12.7489,25.8182,-0.811864,1
13.2279,26.0217,-0.133886,1
9.0983,26.8433,0.295092,0
14.7785,25.8156,-0.130123,1
11.8774,25.7553,0.627854,1
14.4117,27.2521,-0.392155,1
9.64474,24.8456,0.0661002,0
10.0864,24.2116,1.51629,0
9.56053,26.8689,0.0637582,1
8.79655,27.3995,-0.617154,0
11.7117,26.9482,0.0912762,1
14.654,27.8174,0.715074,1
12.1679,26.1511,-0.61203,1
10.9894,25.1001,0.469485,0
12.0915,27.0525,-0.104116,0
7.07273,28.5992,-1.03694,0
10.0047,24.4154,0.783646,0
8.07071,24.4144,0.135602,1
7.92607,24.1473,0.184131,0
8.7341,24.2249,1.00451,1
6.78286,24.0533,0.121745,0
9.78303,24.5445,0.210477,0
14.9716,26.763,0.199453,1
9.74272,25.7279,0.80374,1
12.201,26.6256,-0.0993245,1
15.0507,25.8225,-0.0782558,1
9.61132,26.9387,-0.0348461,0
12.539,26.4651,-0.106939,1
10.5846,24.7548,-0.0769072,1
7.89362,23.8785,0.544977,0
12.2054,27.9156,-0.157754,0
11.115,25.1333,0.154101,1
10.6087,27.0979,0.392947,1
10.4486,26.6912,-0.131078,0
7.53054,27.5276,-0.596714,0
12.6965,26.3795,-0.467114,1
5.42524,24.1691,0.0560154,0
14.0005,26.1965,-0.399493,1
10.4023,24.6739,0.276129,1
7.07273,25.9917,0.643331,0
9.29507,24.3791,0.238034,0
8.29047,24.2919,-0.0674961,1
12.1185,26.9389,0.333305,1
11.475,27.1391,0.762618,1
13.3409,27.8848,0.268135,1
13.6374,25.3965,-0.757366,1
4.94805,22.091,-0.120865,0
5.99082,29.3316,-0.708469,0
9.37166,27.123,-0.721846,0
11.9788,26.7391,0.116298,1
10.4869,27.7729,-0.028931,1
8.98354,24.6411,0.0690024,0
8.93593,27.94,-0.218015,0
11.1603,27.1511,0.078753,1
12.3402,27.2815,0.431509,1
6.4044,24.7885,0.541821,0
15.0997,26.2621,-0.207089,1
8.00156,24.068,0.323511,0
10.2446,25.89,0.835344,0
8.11159,24.1364,0.606881,0
11.1206,26.9997,-1.13006,0
13.9016,26.6387,0.32712,1
10.5032,27.4738,0.562516,1
4.4829,24.3659,-0.348252,0
13.4086,27.4466,0.427038,1
14.4036,26.8821,0.304408,1
7.95694,26.4301,1.0322,1
8.59472,26.2768,0.193311,0
9.02312,27.2062,-0.43312,0
7.63431,26.4876,-0.041342,0
16.5558,28.9669,0.333796,1
9.58508,27.2189,-0.60934,0
4.48023,23.5845,0.580411,0
10.7999,25.3305,0.460979,0
9.65859,26.5588,0.352793,1
13.9998,28.2333,0.932249,1
8.23269,24.7562,0.834203,1
4.84659,22.601,-0.311365,1
5.95745,23.6191,-0.635575,1
13.1518,25.7811,-0.548851,1
11.4863,26.6579,-0.00842482,1
